id,name,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month
746233,"SPECIAL RATES FOR END OF YEAR! Convent Ctr, Zoo,#1",89%,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,4,1,1,3,,$110.00 ,68,9,90,0.83
747354,Quiet Canyon Retreat in heart of SD,100%,t,t,Mission Hill,92103,t,House,Entire home/apt,8,2,4,8,,$300.00 ,39,4,97,0.45
752725,Vintage 1928 Craftsman Cottage outdoor living & AC,100%,t,t,North Park,92104,t,Bungalow,Entire home/apt,2,1,1,1,1038,$126.00 ,42,7,99,0.61
756810,Ocean retreat in Point Loma,100%,t,t,Sunset Cliffs,92107,t,House,Private room,2,1,1,1,,$98.00 ,91,14,98,1.15
756856,Sunset Cliffs hill-top private room,100%,t,t,Sunset Cliffs,92107,t,House,Private room,2,1,1,1,,$75.00 ,79,14,99,0.92
756982,Perfect Spanish La Jolla Cottage...,100%,t,t,La Jolla,92037,t,House,Entire home/apt,5,1,2,2,,$181.00 ,282,55,95,3.45
765407,Cute Ocean Beach 2 Bedroom House!,100%,t,t,Ocean Beach,92107,t,Cottage,Entire home/apt,6,1,2,3,,$185.00 ,106,11,94,1.23
766826,Bungalow by the Bay Sunsets & Sails,100%,t,t,Pacific Beach,92109,t,House,Entire home/apt,6,1,3,0,,$325.00 ,72,15,98,0.9
768093,"family friendly, close to the beach",100%,t,t,Pacific Beach,92109,t,House,Entire home/apt,5,2,3,4,1800,$249.00 ,34,6,96,0.43
776603,charming cottage by la jolla cove,100%,t,t,La Jolla,92037,t,Cottage,Entire home/apt,2,1,1,1,,$185.00 ,114,27,97,1.32
778962,"1 of a Kind!  North Park, Hillcrest",100%,t,t,University Heights,92104,t,House,Entire home/apt,4,1,1,1,,$119.00 ,248,15,97,2.9
780297,LaJolla Villa Santorini Design,0%,f,f,La Jolla,92037,t,Townhouse,Entire home/apt,5,2.5,3,5,,$230.00 ,1,1,,0.11
789549,6 BLOCKS TO CONVENTION CENTER! MODERN & BEAUTIFUL!,100%,t,t,East Village,92101,t,Loft,Entire home/apt,4,2,2,2,,$169.00 ,15,2,99,0.18
791505,Temporary Furnished Housing - Ideal For Students,57%,f,t,Old Town,92110,t,Apartment,Private room,1,1,1,1,,$33.00 ,1,0,60,0.05
797668,Mission Beach Paradise. Beach & Bay,100%,t,f,Mission Beach,92109,t,House,Entire home/apt,6,1,2,4,900,$199.00 ,216,41,96,2.58
798077,*Furnished 2 bed/2 bath apartment:2,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,,$60.00 ,22,4,83,0.3
798099,+FURNISHED PRIVATE BEDROOM IN PB #1,78%,f,t,Pacific Beach,92109,t,Apartment,Private room,2,1,1,2,,$40.00 ,18,0,89,0.26
802029,Room with Private Bath Near Convention Center,100%,t,f,East Village,92101,t,Apartment,Private room,2,1,1,1,,$54.00 ,356,71,97,4.11
803261,"SAN DIEGO LaJolla-The Jewel, Lg. UCSD perfect4YOU",100%,f,f,University City,92122,t,Condominium,Private room,2,2,2,1,,$46.00 ,14,3,94,0.25
806120,"Balboa Park Zoo steps away, EASY PKNG + HotTub",100%,t,t,South Park,92102,t,Apartment,Entire home/apt,2,2,2,1,,$89.00 ,47,3,94,0.66
807383,"Vibrant Retreat-1 block to Urban Hub, Blue Room",100%,t,t,Adams North,92116,t,House,Private room,2,1,1,1,,$42.00 ,194,55,99,3.47
808630,+FURNISHED PRIVATE BEDROOM IN PB #8,78%,f,t,Pacific Beach,92109,t,Apartment,Private room,2,2,2,2,1000,$27.00 ,4,0,75,0.08
810931,"Large Clean Bedroom Ideal for Grads, Intern, Coder",57%,f,t,East Village,92101,t,Apartment,Private room,1,1,1,1,,$50.00 ,2,2,100,0.19
815244,MasterBedroom in cottage near beach,100%,f,t,Pacific Beach,92109,t,House,Private room,2,1,1,1,,$75.00 ,47,0,93,0.54
816942,"Great Location, Affordable & Fun!",100%,t,f,Grantville,92108,t,Condominium,Entire home/apt,5,1,1,1,667,$125.00 ,98,11,98,1.14
821576,"Surf, sand, comfort & great price! ",100%,f,t,Pacific Beach,92109,t,Bungalow,Entire home/apt,6,1,2,2,,$195.00 ,27,8,94,0.31
821991,Early 1900's Carriage House w/Views,100%,t,t,North Park,,t,Guesthouse,Entire home/apt,2,1,1,1,,$99.00 ,371,62,99,4.65
828888,2 Bedroom/ 2 Bath Apartment in Pacific Beach: 15,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,,$65.00 ,2,0,80,0.02
831012,Ocean View Deck ☆ 2 Homes to Ocean ☆ Dogs ok,100%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,2,5,,$199.00 ,65,6,96,0.76
834215,Windansea Beach House,100%,t,t,La Jolla,92037,t,House,Private room,2,1,1,1,,$109.00 ,414,41,96,4.83
839257,*Furnished 2 bed/2 bath apartment:3,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,,$60.00 ,16,0,81,0.22
841035,3Bd Ba~1457sf~Trolley/Conv Cntr/Gaslamp/Dnwtn/Zoo,100%,f,t,Barrio Logan,92113,t,House,Entire home/apt,8,2,3,5,,$299.00 ,4,0,100,0.05
845247,PB Dream Home! Comfy Master Bdrm!,100%,f,f,Pacific Beach,92109,t,House,Private room,3,1,1,2,,$250.00 ,0,0,,
845484,*Furnished 2 bed/2 bath apartment:7,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,1000,$80.00 ,5,0,92,0.06
847669,Sunny San Diego,N/A,f,f,Rancho Penasquitos,92129,t,House,Private room,1,1.5,1,1,120,$74.00 ,1,0,,0.05
853488,★★★★★  Nice Cozy Room in Fun Family Home,100%,t,t,Mira Mesa,92126,t,House,Private room,1,1,1,1,,$39.00 ,29,1,98,0.38
857054,*Furnished 2 bed/2 bath apartment:4,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,,$80.00 ,7,0,70,0.1
859457,*Furnished 2 bed/2 bath apartment:5,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,,$85.00 ,5,0,84,0.08
861860,*Furnished 2 bed/2 bath apartment:6,78%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,2,2,4,,$65.00 ,9,0,82,0.11
868988,Stay on the Beach in San Diego,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,6,2,2,2,1000,$350.00 ,21,12,89,0.48
873742,Welcoming Bungalow close to it all!,100%,t,t,South Park,92104,t,Guesthouse,Entire home/apt,4,1,1,2,,$119.00 ,456,61,97,5.4
878833,"Great hiking, biking, close to SDSU",N/A,f,t,San Carlos,92120,t,House,Private room,2,1,1,1,,$59.00 ,11,0,90,0.15
879422,Luxury condo with Bay & City View,N/A,f,t,Cortez,92101,t,Apartment,Entire home/apt,2,1,1,1,,$165.00 ,1,0,100,0.02
885550,Centrally Located In Mission Valley,100%,f,t,Grantville,92108,t,Apartment,Entire home/apt,5,1,2,3,,$90.00 ,17,2,96,0.21
886970,Relax in your own Private Backyard Resort Oasis,N/A,f,f,Rancho Penasquitos,92129,t,House,Entire home/apt,14,2.5,4,5,,$236.00 ,5,5,100,0.72
887573,Cozy Room in Pacifc Beach,100%,t,t,Pacific Beach,92109,t,Apartment,Private room,2,1,1,1,,$49.00 ,71,9,97,0.84
895236,Dreamy Pacific Beach Vacation Condo,100%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,3,1,1,1,,$126.00 ,36,12,96,0.47
896439,Historic Gallagher Home (1),100%,t,t,Hillcrest,92103,t,House,Private room,2,1,1,1,,$90.00 ,138,18,98,1.7
906070,Luxury Condo Del Mar(Carmel Valley),100%,t,t,Carmel Valley,92130,t,Apartment,Entire home/apt,2,1,1,1,,$85.00 ,16,2,99,0.19
908300,Modern Charm Near Downtown - 1 BR,100%,f,f,Sherman Heights,92102,t,Guest suite,Entire home/apt,4,1,1,2,,$90.00 ,146,33,91,1.73
908965,Mission Bay Hideaway,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,5,2,2,3,,$169.00 ,21,13,95,0.26
914317,Amazing Cottage at the Beach in OB!,100%,t,t,Ocean Beach,92107,t,Cottage,Entire home/apt,4,1,1,2,,$139.00 ,465,70,98,5.53
918743,PRIVATE BATHROOM! COZY & QUIET  :),100%,t,t,College West,92115,t,House,Private room,2,1,1,1,,$55.00 ,104,7,96,1.24
919528,Ocean View La Jolla Mid-Century Modern near Beach,100%,f,t,La Jolla,92037,t,House,Entire home/apt,12,3,5,8,,$699.00 ,115,34,95,1.51
925146,Windansea 2bd; check calendar for special $,92%,f,t,La Jolla,92037,t,Guesthouse,Entire home/apt,4,1,2,2,,$300.00 ,181,32,93,2.34
925170,$100-150 night--Windansea #3,92%,f,t,La Jolla,92037,t,Guesthouse,Entire home/apt,2,1,1,1,,$150.00 ,278,52,95,3.5
931686,2 Homes to Beach ★ Exclusive Backyard ★ Dogs OK,100%,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,10,2,3,5,,$275.00 ,42,7,93,0.51
935860,"Zen House, Quiet Neighborhood",N/A,f,t,Serra Mesa,92123,t,House,Private room,2,1,1,2,120,$50.00 ,8,3,93,0.19
937720,"Charming, lovely home in San Diego",75%,f,t,South Park,92104,t,House,Entire home/apt,5,1,3,3,,$151.00 ,18,0,96,0.23
942915,Wow! Oceanfront 2 BR! -  810,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,4,,$328.00 ,15,10,99,0.69
954165,La Jolla Shores Vacation Home Near Beach and UCSD,100%,t,t,La Jolla,92037,t,Condominium,Entire home/apt,4,2,1,1,1100,$150.00 ,6,4,100,0.34
960642,Dual Level High Rise Penthouse-Near Padres Stadium,20%,f,t,East Village,92101,t,Apartment,Entire home/apt,4,2.5,2,0,,$150.00 ,4,1,100,0.07
960653,Super Cute Little Italy Cottage,20%,f,t,Midtown,92103,t,Condominium,Entire home/apt,2,1,1,1,,$99.00 ,8,2,89,0.12
961307,Canyon view room,100%,t,f,College West,92115,t,House,Private room,6,1,1,1,,$150.00 ,0,0,,
962857,JUST REDUCED!  FIFTH AVE DOWNTOWN GASLAMP!!,100%,t,t,Gaslamp,92101,t,Condominium,Entire home/apt,4,1,1,2,,$98.00 ,19,2,94,0.23
964412,Perfect Oceanfront 1 Bedroom! -1006,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,1,3,,$235.00 ,5,2,96,0.06
968243,"Beautifully located, unique condo",N/A,f,t,Carmel Valley,92130,t,Townhouse,Entire home/apt,4,1,2,3,,$70.00 ,5,0,96,0.06
968253,Gorgeous Two Bedroom Gaslamp District,20%,f,t,East Village,92101,t,Condominium,Entire home/apt,4,2,2,2,,$158.00 ,6,1,83,0.07
972820,Conv Cntr-Gaslamp-Petco-Efficiency studio-1-2 Max,100%,f,t,Barrio Logan,92113,t,Other,Entire home/apt,2,1,0,0,,$89.00 ,17,1,94,0.21
973510,Large Family Home in La Jolla,N/A,f,f,La Jolla,92037,t,House,Entire home/apt,10,4.5,5,5,4,$600.00 ,3,0,87,0.04
973850,2 br 2 ba WindanSea Beach Private Cottage sleeps 6,100%,t,f,La Jolla,92037,t,House,Entire home/apt,6,2,2,2,,$225.00 ,43,12,97,0.67
977879,Pacific Beach Oceanfront 1 BR! - 1107,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,1,3,,$222.00 ,0,0,,
977917,Pacific Beach Oceanfront 1 BR! - 207,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,1,3,,$235.00 ,12,8,98,0.15
977935,Incredible Oceanfront 1 BR! -  209,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,1,3,,$222.00 ,1,0,100,0.01
977954,Amazing Oceanfront 1 BR! -  406,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,1,3,,$235.00 ,5,4,88,0.33
977963,Fantastic Oceanfront 1 BR! -  509,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,2,,$235.00 ,3,2,93,0.04
977985,Amazing Oceanfront 1 BR! -  609,100%,t,t,Pacific Beach,92109,f,Apartment,Entire home/apt,4,1,1,2,,$235.00 ,8,5,100,0.29
978168,Pacific Beach Oceanfront 1 BR! -  706,100%,t,t,Pacific Beach,92109,f,Apartment,Entire home/apt,4,1,1,2,,$235.00 ,3,0,100,0.11
978187,Wow! PB Oceanfront 1 BR! -  709,100%,t,t,Pacific Beach,92109,f,Apartment,Entire home/apt,6,1,1,3,,$235.00 ,9,8,100,0.59
978199,Fantastic Oceanfront 1 BR! -  809,100%,t,t,Pacific Beach,92109,f,Apartment,Entire home/apt,4,1,1,2,,$235.00 ,5,2,100,0.25
978206,Pacific Beach Oceanfront 1 BR!,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,1,3,,$235.00 ,8,6,98,0.11
978275,Fantastic PB Oceanfront 2 BR! - 205,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,4,,$328.00 ,11,5,95,0.41
978319,Amazing PB Oceanfront 2 BR! - 508,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,4,,$328.00 ,3,0,100,0.12
978349,Pacific Beach Oceanfront 2 BR! - 603,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,2,2,3,,$328.00 ,2,1,100,0.13
978368,Fabulous Oceanfront 2 BR! - 610,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,4,,$328.00 ,7,2,100,0.09
980232,Fantastic Oceanfront 2 BR! - 708,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,2,2,3,,$328.00 ,4,1,100,0.15
980392,Luxurious Oceanfront Corner 2 BR 801,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,6,2,2,3,,$358.00 ,7,4,100,0.09
980406,Amazing Oceanfront Corner 2 BR - Incredible View!,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,4,,$358.00 ,5,2,88,0.06
980434,Beautiful Oceanfront 2 BR! - 910,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,4,,$328.00 ,4,1,100,0.18
982503,Share 3 BR house,N/A,f,f,Encanto,92114,t,House,Private room,1,,1,,,$90.00 ,0,0,,
990185,4 bed/2 ba Family Retreat in SD,N/A,f,f,Mira Mesa,92126,t,House,Entire home/apt,8,2,4,5,,$151.00 ,13,3,97,0.17
990676,South Park Comfy Cottage,100%,f,t,North Park,92102,t,House,Entire home/apt,2,1,1,2,700,$95.00 ,16,0,97,0.2
998231,Gorgeous Convenient San Diego Home,100%,f,t,Linda Vista,92111,t,House,Entire home/apt,6,3,3,3,,$180.00 ,95,0,96,1.18
1001069,"Little Italy, 22nd Floor,  Views",100%,t,f,Little Italy,92101,t,Condominium,Entire home/apt,2,1,1,1,,$400.00 ,20,0,96,0.26
1003174,Charming cozy bedroom in San Diego,75%,f,t,South Park,92104,t,House,Private room,1,1,1,1,,$60.00 ,10,4,96,0.13
1008877,Affordable Del Mar Back Cottage,100%,t,t,Del Mar Heights,92014,t,Guesthouse,Entire home/apt,3,1,1,1,,$115.00 ,117,27,95,1.44
1022379,Quiet Tropical Oasis Close to All,100%,f,f,Loma Portal,92106,t,House,Entire home/apt,8,2,3,3,1500,$299.00 ,105,34,94,1.33
1024393,3BR Loft Style -Convention Cntr-Petco Park-Gaslamp,100%,f,t,Barrio Logan,92113,t,House,Entire home/apt,6,1,3,5,1100,$199.00 ,7,1,100,0.09
1030627,Aunt Sally's Bdrm FREE Breakfast & 1 FREE Zoo Pass,100%,t,t,Clairemont Mesa East,92111,t,House,Private room,2,1,1,1,,$59.00 ,89,24,98,1.12
1034805,Kid Friendly Home Blocks From Beach,N/A,f,t,Pacific Beach,92109,f,House,Entire home/apt,8,2.5,4,5,,$339.00 ,14,1,89,0.18
1037247,Windansea #1; Check calendar for special $$,92%,f,t,La Jolla,92037,t,Guesthouse,Entire home/apt,2,1,0,1,,$130.00 ,319,67,90,3.94
1060753,Modern Loft in Gaslamp + Parking,100%,t,t,Horton Plaza,92101,t,Loft,Entire home/apt,4,2,2,2,1200,$450.00 ,40,4,96,0.5
1063149,Modern townhouse with luxury spa,100%,t,t,North Park,92104,t,Townhouse,Entire home/apt,4,2.5,2,2,1400,$285.00 ,57,5,99,0.7
1066097,Separate Entrance & Private Bath -  Bay Park,100%,f,t,Bay Park,92110,t,Guest suite,Private room,2,1,1,1,,$65.00 ,34,3,96,0.42
1072842,The Best Place In South Park!,N/A,t,t,South Park,92102,t,Apartment,Entire home/apt,2,1,1,1,,$95.00 ,116,12,95,1.42
1080319,Stacey's 2 Bedroom Beach Home,96%,f,t,Mission Beach,92109,t,House,Entire home/apt,6,1,2,3,,$125.00 ,69,20,91,1.04
1080335,Stacey's 5 Bd Water View Beach Home,96%,f,t,Mission Beach,92109,t,House,Entire home/apt,16,3,5,10,,$295.00 ,19,2,85,0.25
1083576,Cute North Park Cottage - Great Location!,100%,t,f,North Park,92104,t,Cottage,Entire home/apt,2,1,0,1,400,$80.00 ,456,47,97,5.62
1083711,Spacecraft in North Park,100%,t,t,North Park,92104,t,Guesthouse,Entire home/apt,4,1,2,3,,$110.00 ,128,58,99,1.57
1083946,Furnished Entire Home/Condo in Downtown/San Diego,0%,f,f,East Village,92101,t,Condominium,Entire home/apt,6,2.5,2,2,1400,$179.00 ,1,0,100,0.06
1097960,Pacific Beach Fun Surf Bike Cottage,100%,t,t,Pacific Beach,92109,t,Guesthouse,Entire home/apt,2,1,1,1,,$119.00 ,581,91,96,7.46
1101470,Charming Getaway with Skyline View,95%,f,f,Golden Hill,92102,t,Apartment,Entire home/apt,5,1,1,1,1300,$140.00 ,272,33,95,3.96
1108008,Beachfront Condo in La Jolla,100%,f,t,La Jolla,92037,t,Apartment,Entire home/apt,6,2,2,2,,$166.00 ,2,1,100,0.05
1109171,Private Tiny Home Cottage in North Park,100%,t,t,North Park,92104,t,Cottage,Entire home/apt,4,1,0,2,,$79.00 ,138,62,97,4.56
1115516,cozy private room in pacific beach,67%,t,t,Pacific Beach,92109,t,Condominium,Private room,2,1,1,1,,$65.00 ,24,8,98,0.3
1121508,Sparkling Clean Room w/Bathroom Near Everything,N/A,f,t,Point Loma Heights,92106,t,House,Private room,2,1.5,1,2,,$69.00 ,11,0,90,0.14
1127311,30 Day Min 5-STAR Bed/Bath with Extras!,100%,f,t,Golden Hill,92102,t,Condominium,Private room,1,1,1,1,,$75.00 ,215,0,99,2.67
1133487,2 Bdr Bungalow - Block from Beach!,100%,t,t,Ocean Beach,92107,t,Apartment,Entire home/apt,6,1,2,3,,$145.00 ,83,11,98,1.05
1141645,Private room in upscale home near the beach,100%,t,t,Point Loma Heights,92107,t,House,Private room,2,1,1,1,,$75.00 ,24,1,98,0.3
1151029,"Peaceful home near Mall, UCSD, Beach&Bus Stops!",N/A,f,f,University City,92122,t,Townhouse,Entire home/apt,7,2,3,3,,$130.00 ,15,0,88,0.37
1163324,Clairemont Mesa Pet Friendly House with Yard,100%,t,t,Clairemont Mesa West,92117,t,House,Entire home/apt,6,2,3,3,,$180.00 ,48,17,96,1.54
1166766,Luxury Gated Mission Bay Estate,100%,f,t,Bay Park,92110,t,House,Entire home/apt,14,4,5,6,,$795.00 ,12,0,95,0.16
1167130,Brand New Tuscan Estate,100%,f,t,Mission Hill,92110,t,House,Entire home/apt,12,4,5,7,,$699.00 ,13,3,92,0.19
1171359,Beach Condo STEPS to sand w/ parking & AC!,100%,t,t,Ocean Beach,92107,t,Condominium,Entire home/apt,6,1,2,4,,$165.00 ,151,37,97,2.66
1174868,"Mission Beach Get a way, top unit",100%,f,f,Mission Beach,92109,t,House,Entire home/apt,11,3,4,6,,$500.00 ,4,1,95,0.13
1180719,Beautiful Spacious Beach Home!,100%,f,t,Pacific Beach,92109,t,House,Entire home/apt,5,1,3,3,,$250.00 ,88,24,96,1.11
1183323,Awesome House! Jan. Dates Available! Low Rates,96%,t,t,Mission Beach,92109,t,House,Entire home/apt,8,2,2,4,,$259.00 ,21,16,96,0.27
1183345,HUGE Modern Gas Lamp Loft: Conventions 5 mins away,89%,f,t,Core-Columbia,92101,t,Loft,Entire home/apt,6,1,3,4,,$235.00 ,162,17,94,2.04
1183581,Cozy Private Room in Great Location,100%,t,t,Del Mar Heights,92014,t,House,Private room,2,1,1,1,,$70.00 ,150,28,93,1.89
1195262,1 Bedroom Condo Three Blocks to Bay,100%,f,t,Little Italy,92101,t,Condominium,Entire home/apt,3,1,1,2,,$182.00 ,0,0,,
1198419,Modern Craftsman w/ Outdoor Space & Hot Tub,100%,f,t,Burlingame,92104,t,Bungalow,Entire home/apt,6,1,2,2,950,$50.00 ,9,0,97,0.44
1198495,The Village Retreat in La Jolla!,89%,f,f,La Jolla,92037,t,House,Entire home/apt,5,1.5,2,3,,$275.00 ,84,9,96,1.04
1200632,Jewel Above La Jolla Shores - 4 Bed 4.5 Bath Heated Pool Ocean View,100%,f,t,La Jolla,92037,t,House,Entire home/apt,8,4.5,4,5,4,"$2,575.00 ",1,0,97,0.01
1206065,Mission Beach 2/bed/1.5bath #2- 50 ft to the beach,92%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,4,1.5,2,2,,$199.00 ,72,11,92,0.92
1210095,2 Homes to Beach + Ocean View Deck + Yard + Dog OK,100%,f,t,Pacific Beach,92109,t,House,Entire home/apt,16,3,5,11,,$525.00 ,13,5,98,0.17
1212363,Private Balcony!  Great Location!,100%,t,f,Sherman Heights,92102,t,Apartment,Entire home/apt,2,1,1,1,,$69.00 ,12,2,94,0.15
1212604,"Spacious, Luxury, Two Bedroom, 2 Bath, Downtown",100%,t,f,Sherman Heights,92102,t,Apartment,Entire home/apt,4,2,2,5,,$149.00 ,6,4,100,0.09
1220018,Midcentury Victorian Charm w/ View!,N/A,f,t,Golden Hill,92102,t,House,Private room,2,1.5,1,1,144,$75.00 ,30,12,95,0.41
1220731,"$330/nite Slps 12/6 min to Conven Ctr ,downtn, zoo",89%,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,12,3,3,6,,$330.00 ,43,5,94,0.61
1221017,"Ocean Views, Torrey Pines State Beach",25%,f,t,Carmel Valley,92130,t,House,Entire home/apt,10,5.5,5,1,,$600.00 ,0,0,,
1221255,Cottage Style Studio Apartment,100%,f,t,Park West,92101,t,Apartment,Entire home/apt,2,1,1,1,,$89.00 ,447,70,90,5.62
1233047,Enjoy Stunning Views of San Diego! ,100%,f,t,Roseville/Fleet Ridge,92106,t,House,Entire home/apt,8,2,3,9,1543,$311.00 ,80,4,94,1
1252651,OB Blue BeachHome 2 Blks to Ocean,100%,f,t,Ocean Beach,92107,t,Bungalow,Entire home/apt,5,1,2,2,,$225.00 ,116,33,97,2.63
1260804,San Diego 4 BR View House Little Italy Balboa Park,100%,f,t,Park West,92101,t,House,Entire home/apt,11,2,3,3,,$275.00 ,167,28,92,2.12
1261964,"Modern, Minimalist Luxe Penthouse",100%,f,t,Mission Valley West,92110,t,Condominium,Private room,1,1,1,1,,$110.00 ,12,0,98,0.16
1276350,Aunt Sallys Vac Hm-GREAT Reviews Breakfast Foods!,100%,t,t,Clairemont Mesa East,92111,t,House,Entire home/apt,6,2,3,3,,$259.00 ,81,7,96,1.02
1284694,Downtown Victorian Loft Views,100%,t,t,Sherman Heights,92102,f,Apartment,Entire home/apt,5,1,1,3,,$139.00 ,168,21,94,2.11
1285153,1 Bed in a 6 Bed Shared Dorm in Little Italy,95%,f,f,Little Italy,92101,t,Hostel,Hotel room,6,2,1,6,,$34.00 ,87,37,96,1.14
1286742,Mission Beach 2bed/1.5 BA 50 ft to the sand!  #3,92%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,4,1.5,2,2,,$149.00 ,82,12,90,1.04
1288433,LA MAISON D'ANTONOV S.A.,100%,f,t,Midtown,92103,t,House,Private room,4,1,2,2,,$300.00 ,0,0,,
1301778,Swanky Casa Ocean Beach 1 Blk to Beach with A/C,100%,t,t,Ocean Beach,92107,t,House,Entire home/apt,6,1,2,2,,$198.00 ,234,55,99,2.97
1309450,Gorgeous 5 bedroom 4.5 Bath home built in 2013,N/A,f,t,Scripps Ranch,92131,t,House,Entire home/apt,9,4.5,5,5,140,$250.00 ,1,1,100,0.17
1309621,Ocean View Beach House *Sleeps 8-12*,100%,t,t,Mission Beach,92109,t,House,Entire home/apt,12,3,4,7,,$450.00 ,40,9,95,0.6
1313140,"2 bedrm, 2 bath on the Beach beauty",N/A,f,t,,92054,t,Apartment,Entire home/apt,6,2,2,3,1200,$360.00 ,0,0,,
1313771,"Unique Charm! North Park, Hillcrest",100%,t,t,University Heights,92104,t,House,Entire home/apt,4,1,1,1,,$109.00 ,190,15,96,2.41
1316496,Big 3BD 2 blks to Beach Ocean View,100%,t,t,Pacific Beach,92109,t,Townhouse,Entire home/apt,8,2,3,4,,$225.00 ,191,47,95,2.41
1320702,"SPCL RATES FOR YEAR END! conv ctr, dwntwn,zoo#4",89%,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,4,1,1,2,,$110.00 ,45,10,92,0.57
1332323,Apartment in hip and vibrant North Park,100%,t,t,North Park,92104,t,Apartment,Entire home/apt,2,1,1,1,,$115.00 ,175,64,98,2.21
1335408,Modern Spacious Yoga Studio!,100%,t,f,North Park,92104,t,House,Entire home/apt,5,1,1,3,,$115.00 ,399,61,97,5.02
1339446,"SanDiego, Hillcrest, 1 Master Bedroom & Bath",100%,f,t,Hillcrest,92103,t,Condominium,Private room,2,1.5,1,1,,$125.00 ,28,1,99,0.35
1344209,"Tropical Treetops, Ocean Views, 5 Blocks to Beach",100%,t,t,Point Loma Heights,92107,t,House,Entire home/apt,6,2,2,2,,$499.00 ,71,18,96,0.9
1346986,"The Cali Surf Palace, A Bed and Breakfast!",100%,t,t,University City,92122,t,House,Private room,2,1,1,1,,$65.00 ,200,49,100,2.55
1347072,"Private Entry, Master bed & bath",100%,t,t,Bay Park,92110,t,House,Private room,2,1,1,1,,$89.00 ,217,12,98,2.89
1356144,Great Room 4 Comic-Con Near Downtown & Airport SD,N/A,f,t,Point Loma Heights,92106,t,House,Private room,2,1.5,0,2,,$75.00 ,4,0,100,0.05
1359582,125 Steps to the Sand,100%,f,f,Mission Beach,92109,t,House,Entire home/apt,8,2,3,6,,$429.00 ,0,0,,
1374498,Charming 2-BD Cottage in Hip Area Near Sights,100%,t,t,Kensington,92116,t,Bungalow,Entire home/apt,5,1,2,2,900,$135.00 ,114,37,97,1.45
